Links
https://www.nzherald.co.nz/nz/auckland-floods-international-flights-resume-at-auckland-airport-marae-and-sausage-sizzle-supporting-travellers/YK3DJDS2KVGR5JNDANTVG7H7PQ/
https://www.nzherald.co.nz/northland-age/news/weather-auckland-floods-live-updates-northland-declares-state-of-emergency-red-and-orange-rain-warnings-for-auckland-as-emergency-services-prepare-for-second-atmospheric-river/AZ2HIT7BXFBEZJDLCWHC76UTKE/
https://www.nzherald.co.nz/travel/air-new-zealand-borrows-a380-to-rescue-passengers-stranded-by-auckland-floods-with-additional-flights/F5CGL5P7BVGKDHP3IHB2Z4M6LM/
https://www.nzherald.co.nz/northland-age/news/weather-auckland-floods-live-updates-northland-declares-state-of-emergency-red-and-orange-rain-warnings-for-auckland-as-emergency-services-prepare-for-second-atmospheric-river/AZ2HIT7BXFBEZJDLCWHC76UTKE/
https://www.nzherald.co.nz/northern-advocate/news/auckland-flooding-ranui-streets-homes-swamped-motorways-blocked-fenz-nzdf-called-in/3YQ54VEQTJE2HJDRYHLYAYHOTQ/
https://www.nzherald.co.nz/northern-advocate/news/candle-in-the-rain-poncho-wearing-elton-john-fans-and-long-weekend-holidaymakers-face-rain-and-thunderstorms/2DYSISDCOFAEPP5C2COOAALHD4/
https://www.nzherald.co.nz/travel/auckland-floods-soaked-luggage-stored-outside-airport-by-handlers-over-capacity/T7Z3XQOJ4ZAJJNJCD2ECT36RYA/
https://www.nzherald.co.nz/nz/auckland-floods-schools-vodafone-airnz-spark-on-whether-doors-will-open-tomorrow/AMJ3QFOA4NGWXE4HCL7MRC3XMI/
https://www.nzherald.co.nz/rotorua-daily-post/news/auckland-floods-more-rain-on-its-way-high-risk-of-more-slips-warns-civil-defence/HFM7CHVCQVDWDIFMUF3CEWH3R4/
https://www.nzherald.co.nz/nz/nothing-came-close-auckland-records-wettest-month-smashes-previous-1869-record/MKVFLLUX55HCPICA2AQKJSCXWI/
https://www.nzherald.co.nz/nz/auckland-flooding-motorists-stung-with-penalty-parking-charges-at-auckland-airport-after-delayed-flights/SL5VPF6MYRHNZBX5BL6IJ4TYXM/
https://www.nzherald.co.nz/hawkes-bay-today/news/weather-auckland-floods-live-updates-heavy-rain-hits-auckland-northland-coromandel-bay-of-plenty-also-in-line-of-fire/XFORSXVW4FG37PD2SMUMUECUCQ/
https://www.nzherald.co.nz/hawkes-bay-today/news/weather-auckland-floods-live-updates-red-and-orange-rain-warnings-for-northland-auckland-coromandel-and-bay-of-plenty-including-tauranga-and-rotorua/HX7UEMW7JVD7PAPI7GDCI62OT4/
https://www.nzherald.co.nz/travel/cook-island-travellers-among-9000-air-new-zealand-passengers-trying-to-rebook-on-auckland-flights/TGWG77DPW5EE5IOWAJFDZM3RDU/
https://www.nzherald.co.nz/nz/auckland-flooding-20-cop-cars-inundated-plus-part-of-a-police-station/SWFDX7Z3NZA2NF6XKIIJ7ZNYPQ/
https://www.nzherald.co.nz/travel/emirates-auckland-service-turns-into-13-hour-flight-to-nowhere/PS4ADS4B2JBCBKQCHQQWC5MUCM/
